CantidadDeBeneficiarios,CantidadBeneficioConsolidado,CantidadUltimobeneficio,CodigoDepartamentoAtencion,CodigoMunicipioAtencion,CondicionSexual,Discapacidad,EstadoBeneficiario,EstadoCivil,Etnia,FechaInscripcionBeneficiario,FechaUltimoBeneficioAsignado,Genero,NivelEscolaridad,NombreDepartamentoAtencion,NombreMunicipioAtencion,Pais,RangoEdad,TipoAsignacionBeneficio,TipoBeneficio,TipoDocumento,TipoPoblacion,RangoValorBeneficioConsolidadoAsignado,RangoValorUltimoBeneficioAsignado
1,1,1,19,19807,ND,ND,ACTIVO,ND,ND,2018-10-01,2018-01-01,Mujer,ND,CAUCA,TIMBIO,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
19,3,1,11,11001,M-MUJER,NO,NO ACTIVO,ND,ND,2018-11-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,08,08758,ND,ND,ACTIVO,ND,ND,2016-08-01,2016-01-01,Mujer,ND,ATLANTICO,SOLEDAD,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,25,25473,ND,NO,NO ACTIVO,SO,ND,2016-02-01,2015-01-01,Mujer,TECNOLOGO,CUNDINAMARCA,MOSQUERA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,3,1,05,05001,H-HOMBRE,NO,NO ACTIVO,SO,ND,2017-12-01,2018-01-01,Hombre,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,5,1,76,76109,M-MUJER,NO,NO ACTIVO,ND,AFROCOLOMBIANO – NEGRO,2017-12-01,2018-01-01,Mujer,ND,VALLE,BUENAVENTURA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,9,1,11,11001,M-MUJER,NO,NO ACTIVO,SO,INDIGENA,2018-02-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,76,76001,M-MUJER,NO,ACTIVO,SO,AFROCOLOMBIANO – NEGRO,2018-10-01,2018-01-01,Mujer,PREGRADO,VALLE,CALI,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
4,1,1,54,54001,ND,NO,NO ACTIVO,ND,ND,2015-11-01,2015-01-01,Hombre,ND,NORTE DE SANTANDER,CUCUTA,COLOMBIA,>65,INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,05,05001,H-HOMBRE,NO,NO ACTIVO,SO,ND,2018-04-01,2018-01-01,Hombre,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,11,11001,H-HOMBRE,NO,NO ACTIVO,ND,ND,2017-10-01,2018-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,5,1,13,13001,ND,NO,NO ACTIVO,Sin Información,ND,2017-10-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,3,1,11,11001,H-HOMBRE,NO,NO ACTIVO,ND,ND,2018-11-01,2018-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
2,3,1,08,08001,M-MUJER,NO,NO ACTIVO,UL,ND,2018-03-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,9,1,08,08001,ND,ND,NO ACTIVO,ND,ND,2018-02-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,3,1,13,13001,M-MUJER,NO,NO ACTIVO,UL,ND,2017-11-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,4,1,41,41020,ND,NO,NO ACTIVO,Sin Información,ND,2018-11-01,2018-01-01,Hombre,ND,HUILA,ALGECIRAS,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,4,1,23,23001,M-MUJER,NO,NO ACTIVO,ND,ND,2016-02-01,2017-01-01,Mujer,ND,CORDOBA,MONTERIA,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,23,23855,ND,ND,ACTIVO,Sin Información,ND,2016-05-01,2017-01-01,Mujer,TECNICO,CORDOBA,VALENCIA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,50,50313,ND,NO,NO ACTIVO,Sin Información,ND,2016-01-01,2015-01-01,Mujer,SECUNDARIA,META,GRANADA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,3,1,05,05001,H-HOMBRE,NO,NO ACTIVO,UL,ND,2018-01-01,2018-01-01,Hombre,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
4,3,1,11,11001,M-MUJER,NO,NO ACTIVO,UL,ND,2018-04-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
12,4,1,11,11001,H-HOMBRE,NO,NO ACTIVO,UL,ND,2017-12-01,2018-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,7,1,20,20001,ND,NO,ACTIVO,Sin Información,ND,2018-05-01,2018-01-01,Mujer,ND,CESAR,VALLEDUPAR,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,52,52835,ND,NO,ACTIVO,Sin Información,ND,2018-10-01,2018-01-01,Hombre,ND,NARIÑO,SAN ANDRES DE TUMACO,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,3,1,05,05001,M-MUJER,NO,NO ACTIVO,ND,AFROCOLOMBIANO – NEGRO,2018-05-01,2018-01-01,Mujer,SECUNDARIA,ANTIOQUIA,MEDELLIN,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,3,1,08,08001,M-MUJER,NO,NO ACTIVO,SO,ND,2018-03-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,5,1,11,11001,M-MUJER,NO,NO ACTIVO,SO,INDIGENA,2018-08-01,2018-01-01,Mujer,SECUNDARIA,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,4,1,05,05001,H-HOMBRE,NO,NO ACTIVO,ND,AFROCOLOMBIANO – NEGRO,2018-05-01,2018-01-01,Hombre,SECUNDARIA,ANTIOQUIA,MEDELLIN,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,4,1,11,11001,H-HOMBRE,NO,NO ACTIVO,UL,ND,2018-04-01,2018-01-01,Hombre,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,11,11001,M-MUJER,NO,NO ACTIVO,SO,ND,2017-10-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
2,1,1,54,54001,ND,NO,ACTIVO,Sin Información,ND,2015-11-01,2015-01-01,Mujer,ND,NORTE DE SANTANDER,CUCUTA,ND,18-29,INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,4,1,23,23001,ND,NO,NO ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2016-02-01,2017-01-01,Hombre,ND,CORDOBA,MONTERIA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,3,1,47,47001,ND,NO,NO ACTIVO,Sin Información,ND,2016-02-01,2017-01-01,Mujer,ND,MAGDALENA,SANTA MARTA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
4,10,1,08,08001,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
3,3,1,11,11001,M-MUJER,NO,NO ACTIVO,SO,ND,2017-12-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
4,4,1,08,08001,M-MUJER,NO,NO ACTIVO,UL,ND,2017-10-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,9,1,11,11001,M-MUJER,NO,NO ACTIVO,SO,INDIGENA,2018-02-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,25,25290,ND,ND,ACTIVO,Sin Información,ND,2018-04-01,2018-01-01,Hombre,ND,CUNDINAMARCA,FUSAGASUGA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,2,1,41,41551,ND,NO,NO ACTIVO,Sin Información,ND,2018-08-01,2018-01-01,Hombre,ND,HUILA,PITALITO,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,AMBAS CONDICIONES,0 - 1.500.000,0 - 1.300.000
1,10,1,25,25754,M-MUJER,NO,NO ACTIVO,SO,AFROCOLOMBIANO – NEGRO,2018-02-01,2018-01-01,Mujer,ND,CUNDINAMARCA,SOACHA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,4,1,66,66001,ND,NO,ACTIVO,Sin Información,ND,2016-05-01,2017-01-01,Mujer,ND,RISARALDA,PEREIRA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,4,1,73,73217,ND,NO,NO ACTIVO,Sin Información,ND,2018-04-01,2018-01-01,Mujer,ND,TOLIMA,COYAIMA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13001,ND,NO,NO ACTIVO,CA,ND,2016-02-01,2015-01-01,Mujer,ND,BOLIVAR,CARTAGENA,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,8,1,17,17001,M-MUJER,NO,NO ACTIVO,ND,INDIGENA,2017-12-01,2018-01-01,Mujer,ND,CALDAS,MANIZALES,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,5,1,19,19698,M-MUJER,NO,NO ACTIVO,ND,ND,2017-12-01,2018-01-01,Mujer,ND,CAUCA,SANTANDER DE QUILICHAO,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,50,50001,ND,NO,NO ACTIVO,UL,ND,2016-02-01,2015-01-01,Mujer,ND,META,VILLAVICENCIO,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
2,3,1,08,08001,H-HOMBRE,NO,NO ACTIVO,UL,ND,2018-03-01,2018-01-01,Hombre,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
2,1,1,50,50573,ND,NO,ACTIVO,UL,ND,2016-02-01,2015-01-01,Hombre,ND,META,PUERTO LOPEZ,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,3,1,08,08001,ND,ND,ACTIVO,ND,ND,2017-05-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,8,1,08,08433,ND,NO,ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,ATLANTICO,MALAMBO,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,11,11001,ND,ND,NO ACTIVO,ND,ND,2016-05-01,2017-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,2,1,23,23855,ND,NO,NO ACTIVO,Sin Información,AFROCOLOMBIANO – NEGRO,2018-05-01,2018-01-01,Mujer,ND,CORDOBA,VALENCIA,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,UNIDOS,0 - 1.500.000,0 - 1.300.000
3,3,1,05,05001,M-MUJER,NO,NO ACTIVO,UL,ND,2018-01-01,2018-01-01,Mujer,ND,ANTIOQUIA,MEDELLIN,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,6,1,25,25754,M-MUJER,NO,NO ACTIVO,ND,INDIGENA,2018-05-01,2018-01-01,Mujer,SECUNDARIA,CUNDINAMARCA,SOACHA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,70,70418,ND,NO,NO ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Hombre,ND,SUCRE,LOS PALMITOS,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,RC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13001,ND,NO,NO ACTIVO,SO,ND,2016-08-01,2015-01-01,Hombre,SECUNDARIA,BOLIVAR,CARTAGENA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,2,1,11,11001,M-MUJER,NO,NO ACTIVO,UL,INDIGENA,2018-08-01,2018-01-01,Mujer,SECUNDARIA,BOGOTA,BOGOTA D.C.,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,12,1,13,13001,ND,ND,NO ACTIVO,ND,ND,2017-12-01,2018-01-01,Mujer,ND,BOLIVAR,CARTAGENA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,10,1,08,08001,ND,ND,NO ACTIVO,ND,ND,2018-02-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,11,11001,ND,NO,NO ACTIVO,CA,ND,2016-01-01,2015-01-01,Mujer,TECNICO,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,76,76001,ND,ND,ACTIVO,ND,ND,2018-10-01,2018-01-01,Mujer,ND,VALLE,CALI,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,4,1,13,13001,ND,NO,NO ACTIVO,Sin Información,ND,2017-05-01,2018-01-01,Hombre,ND,BOLIVAR,CARTAGENA,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,23,23350,ND,NO,NO ACTIVO,Sin Información,ND,2017-02-01,2017-01-01,Mujer,ND,CORDOBA,LA APARTADA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,5,1,13,13001,H-HOMBRE,NO,NO ACTIVO,SO,ND,2018-02-01,2018-01-01,Hombre,ND,BOLIVAR,CARTAGENA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,73,73268,ND,NO,NO ACTIVO,SO,ND,2016-08-01,2016-01-01,Mujer,SECUNDARIA,TOLIMA,ESPINAL,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,08,08001,ND,NO,NO ACTIVO,Sin Información,ND,2016-08-01,2015-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,20,20001,ND,NO,NO ACTIVO,UL,ND,2016-08-01,2016-01-01,Hombre,SECUNDARIA,CESAR,VALLEDUPAR,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
2,4,1,08,08001,M-MUJER,NO,NO ACTIVO,SO,ND,2017-10-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,3,1,11,11001,M-MUJER,NO,NO ACTIVO,SO,RAIZAL,2017-05-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,5,1,08,08001,M-MUJER,NO,NO ACTIVO,ND,AFROCOLOMBIANO – NEGRO,2017-12-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,2,1,05,05380,ND,NO,ACTIVO,SO,ND,2018-03-01,2018-01-01,Mujer,ND,ANTIOQUIA,LA ESTRELLA,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,7,1,08,08001,M-MUJER,NO,ACTIVO,SO,ND,2018-02-01,2018-01-01,Mujer,ND,ATLANTICO,BARRANQUILLA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
2,3,1,11,11001,ND,NO,ACTIVO,Sin Información,ND,2017-05-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,68,68001,M-MUJER,ND,NO ACTIVO,ND,ND,2017-02-01,2017-01-01,Mujer,ND,SANTANDER,BUCARAMANGA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,19,19110,ND,ND,ACTIVO,ND,ND,2018-05-01,2018-01-01,Mujer,ND,CAUCA,BUENOS AIRES,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,1,1,50,50001,ND,NO,ACTIVO,UL,ND,2016-02-01,2015-01-01,Hombre,ND,META,VILLAVICENCIO,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
4,5,1,13,13001,H-HOMBRE,NO,NO ACTIVO,SO,ND,2018-02-01,2018-01-01,Hombre,ND,BOLIVAR,CARTAGENA,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,27,27001,ND,NO,NO ACTIVO,Sin Información,ND,2017-12-01,2018-01-01,Mujer,ND,CHOCO,QUIBDO,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,9,1,25,25754,ND,ND,ACTIVO,ND,ND,2018-02-01,2018-01-01,Mujer,ND,CUNDINAMARCA,SOACHA,Colombia,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,UNIDOS,0 - 1.500.000,0 - 1.300.000
2,1,1,11,11001,ND,NO,NO ACTIVO,UL,ND,2016-08-01,2015-01-01,Hombre,SECUNDARIA,BOGOTA,BOGOTA D.C.,COLOMBIA,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
5,3,1,25,25754,ND,NO,ACTIVO,Sin Información,ND,2017-10-01,2018-01-01,Mujer,ND,CUNDINAMARCA,SOACHA,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
3,3,1,11,11001,M-MUJER,NO,NO ACTIVO,UL,ND,2018-01-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,3,1,08,08758,ND,ND,NO ACTIVO,ND,ND,2018-02-01,2018-01-01,Mujer,ND,ATLANTICO,SOLEDAD,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,3,1,47,47551,ND,NO,NO ACTIVO,Sin Información,ND,2016-05-01,2017-01-01,Hombre,ND,MAGDALENA,PIVIJAY,ND,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,TI,UNIDOS,0 - 1.500.000,0 - 1.300.000
1,1,1,13,13430,ND,NO,ACTIVO,Sin Información,ND,2016-02-01,2015-01-01,Mujer,ND,BOLIVAR,MAGANGUE,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,1,1,08,08001,ND,NO,NO ACTIVO,DI,ND,2016-08-01,2016-01-01,Mujer,SECUNDARIA,ATLANTICO,BARRANQUILLA,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,1.500.001 - 3.000.000,1.300.001 - 2.600.000
1,10,1,11,11001,M-MUJER,NO,NO ACTIVO,SO,INDIGENA,2018-02-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,50-65,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,0 - 1.500.000,0 - 1.300.000
1,2,1,25,25307,ND,NO,NO ACTIVO,Sin Información,ND,2018-03-01,2018-01-01,Mujer,SIN ESPECIFICAR,CUNDINAMARCA,GIRARDOT,ND,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
1,1,1,08,08433,ND,ND,NO ACTIVO,ND,ND,2016-08-01,2016-01-01,Hombre,ND,ATLANTICO,MALAMBO,Colombia,18-29,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,DESPLAZADOS,1.500.001 - 3.000.000,1.300.001 - 2.600.000
2,4,1,11,11001,M-MUJER,NO,NO ACTIVO,UL,ND,2017-11-01,2018-01-01,Mujer,ND,BOGOTA,BOGOTA D.C.,COLOMBIA,30-49,GESTION PARA EL EMPLEO EFECTIVO,ESPECIE,CC,VULNERABLE,0 - 1.500.000,0 - 1.300.000
